,region,level,match,playtime_hours,damage_round,kill_death_ratio,headshot_rate,winrate,win,kast,damage_roun,kills,death,assist,acs,kad_ratio,kill_round_ratio,first_blood,flawless_round,aces,round_win,agent1,agent1_role,agent1_hours,matches1,win_rate1,win_rate1,win_rate1,k/d1,adr1,acs1,average_ddealt_round1,best_map1,map1_wr,agent2,agent2_role,agent2_hours,matches2,win_rate2,win_rate2,win_rate2,k/d2,adr2,acs2,average_ddealt_round2,best_map2,map2_wr,agent3,agent3_role,agent3_hours,matches3,win_rate3,win_rate3,win_rate3,k/d3,adr3,acs3,average_ddealt_round3,best_map3,map3_wr,weapon_name1,weapon_type1,head_rate1,body_rate1,legs_rate1,kills1,weapon_name2,weapon_type2,head_rate2,body_rate2,legs_rate2,kills2,weapon_name3,weapon_type3,head_rate3,body_rate3,legs_rate3,kills3
1425,na,773.0,118.0,65.0,107.3,0.87,10.8,53.4,63.0,73.8,22.0,1505.0,1730.0,1249.0,181.4,1.59,0.6,165.0,72.0,1.0,50.5,Brimstone,Controller,65.0,118.0,53.4,53.4,71.4,0.87,107.3,181.4,22.0,Lotus,71.0,,,,,,,62.5,,,,,,,,,,,,,56.2,,,,,,,Judge,Shotguns,8.0,79.0,13.0,368.0,Vandal,Assault Rifles,26.0,66.0,8.0,289.0,Operator,Sniper Rifles,5.0,92.0,3.0,182.0
1426,na,425.0,293.0,161.0,160.0,1.1,36.5,53.2,156.0,73.8,10.0,5308.0,4836.0,1545.0,239.4,1.42,0.9,584.0,226.0,14.0,50.7,Clove,Controller,107.0,197.0,56.3,44.2,59.0,1.09,164.9,246.9,8.0,Haven,64.0,Cypher,Sentinel,15.0,26.0,38.5,41.2,57.1,1.07,140.3,203.2,6.0,Fracture,27.0,Jett,Duelist,12.0,24.0,41.7,75.0,56.8,1.09,155.3,235.6,12.0,Bind,67.0,Vandal,Assault Rifles,50.0,47.0,3.0,3648.0,Sheriff,Sidearms,58.0,41.0,0.0,350.0,Guardian,Assault Rifles,56.0,41.0,3.0,291.0
1427,na,728.0,87.0,47.0,146.8,1.09,40.8,56.3,49.0,74.0,15.0,1393.0,1274.0,447.0,215.8,1.44,0.8,135.0,75.0,4.0,51.5,Tejo,Initiator,7.8,15.0,53.3,40.0,83.3,1.13,151.7,220.0,23.0,Split,75.0,Fade,Initiator,6.4,10.0,50.0,67.3,63.6,0.88,126.0,187.9,11.0,Pearl,50.0,Sova,Initiator,4.7,9.0,66.7,42.9,61.5,1.19,153.5,220.0,25.0,Haven,71.0,Vandal,Assault Rifles,59.0,39.0,2.0,859.0,Ghost,Sidearms,57.0,42.0,1.0,109.0,Sheriff,Sidearms,65.0,35.0,0.0,93.0
1428,na,524.0,81.0,44.0,142.3,1.08,26.4,48.1,39.0,74.3,11.0,1276.0,1186.0,501.0,211.2,1.5,0.7,152.0,64.0,1.0,50.7,Cypher,Sentinel,12.0,23.0,52.2,45.8,66.7,1.14,142.4,210.7,19.0,Pearl,60.0,Skye,Initiator,4.6,10.0,50.0,60.0,62.5,1.37,147.3,229.7,29.0,Bind,17.0,Raze,Duelist,4.3,8.0,37.5,36.4,55.6,0.85,140.9,202.7,3.0,Lotus,40.0,Vandal,Assault Rifles,37.0,60.0,3.0,628.0,Phantom,Assault Rifles,32.0,63.0,5.0,222.0,Sheriff,Sidearms,46.0,53.0,0.0,132.0
1429,na,164.0,34.0,18.0,154.7,1.05,29.4,50.0,17.0,69.8,10.0,585.0,556.0,168.0,236.7,1.35,0.8,110.0,24.0,1.0,49.8,Jett,Duelist,8.1,15.0,46.7,44.0,80.0,1.05,149.3,224.8,6.0,Fracture,33.0,Reyna,Duelist,3.2,6.0,66.7,80.0,75.0,1.25,174.6,275.3,30.0,Fracture,50.0,Clove,Controller,2.5,5.0,80.0,0.0,66.7,1.12,169.3,260.3,19.0,Pearl,100.0,Vandal,Assault Rifles,42.0,54.0,3.0,402.0,Ghost,Sidearms,50.0,47.0,3.0,54.0,Sheriff,Sidearms,61.0,35.0,4.0,37.0
1430,na,497.0,130.0,70.0,131.6,0.95,28.1,50.8,66.0,70.7,6.0,1889.0,1982.0,686.0,198.7,1.3,0.7,218.0,96.0,3.0,49.0,Deadlock,Sentinel,24.0,45.0,48.9,54.8,70.6,1.04,125.3,193.7,6.0,Split,67.0,Tejo,Initiator,14.0,27.0,40.7,50.0,61.1,0.85,129.1,187.1,4.0,Split,80.0,Clove,Controller,10.0,19.0,47.4,45.7,60.0,0.89,141.7,217.4,10.0,Pearl,50.0,Vandal,Assault Rifles,43.0,54.0,3.0,1088.0,Sheriff,Sidearms,66.0,31.0,3.0,141.0,Phantom,Assault Rifles,45.0,49.0,6.0,108.0
1431,na,77.0,66.0,35.0,174.3,1.25,30.8,60.6,40.0,72.4,33.0,1317.0,1054.0,325.0,268.4,1.56,0.9,201.0,47.0,3.0,53.4,Vyse,Sentinel,14.0,28.0,60.7,47.1,100.0,1.31,166.6,251.2,38.0,Pearl,100.0,Clove,Controller,8.5,16.0,68.8,68.8,72.7,1.25,197.8,311.0,38.0,Bind,80.0,Reyna,Duelist,3.3,6.0,16.7,61.3,66.7,0.98,159.9,251.3,2.0,Haven,0.0,Vandal,Assault Rifles,44.0,52.0,4.0,721.0,Phantom,Assault Rifles,39.0,55.0,6.0,216.0,Sheriff,Sidearms,45.0,53.0,3.0,94.0
1432,na,376.0,56.0,28.0,160.3,1.16,22.9,71.4,40.0,72.2,22.0,976.0,838.0,323.0,248.5,1.55,0.9,139.0,36.0,4.0,56.7,Cypher,Sentinel,9.3,18.0,83.3,62.5,100.0,1.36,170.4,263.9,42.0,Bind,100.0,Clove,Controller,4.2,9.0,77.8,50.0,87.5,1.06,150.3,246.0,0.0,Pearl,100.0,Jett,Duelist,2.2,4.0,50.0,80.0,77.8,1.07,155.2,242.9,15.0,Bind,100.0,Vandal,Assault Rifles,37.0,58.0,5.0,542.0,Sheriff,Sidearms,46.0,53.0,2.0,75.0,Ghost,Sidearms,36.0,62.0,2.0,64.0
1433,na,152.0,48.0,24.0,128.6,0.86,21.0,52.1,25.0,68.1,21.0,671.0,782.0,244.0,199.7,1.17,0.7,139.0,32.0,0.0,50.5,Neon,Duelist,23.0,46.0,52.2,0.0,87.5,0.88,129.9,202.5,19.0,Lotus,88.0,Killjoy,Sentinel,0.5,1.0,0.0,53.2,83.3,0.31,76.6,106.2,66.0,Abyss,0.0,Iso,Duelist,0.4,1.0,100.0,,50.0,0.53,117.6,159.7,38.0,Pearl,100.0,Vandal,Assault Rifles,40.0,56.0,4.0,253.0,Odin,Heavy Weapons,22.0,74.0,5.0,74.0,Classic,Sidearms,34.0,61.0,5.0,71.0
1434,na,404.0,145.0,80.0,149.3,1.12,36.8,51.0,74.0,74.2,11.0,2477.0,2205.0,804.0,227.0,1.49,0.8,240.0,104.0,4.0,50.2,Clove,Controller,23.0,43.0,53.5,47.7,77.3,1.14,163.8,248.5,14.0,Bind,64.0,Omen,Controller,9.5,17.0,41.2,58.7,61.9,1.22,156.2,243.3,23.0,Lotus,75.0,Gekko,Initiator,8.3,16.0,68.8,55.0,52.4,1.06,130.2,197.1,6.0,Lotus,78.0,Vandal,Assault Rifles,50.0,47.0,3.0,1721.0,Sheriff,Sidearms,71.0,27.0,2.0,161.0,Ghost,Sidearms,53.0,44.0,3.0,131.0
1435,na,340.0,96.0,51.0,151.3,1.11,28.0,53.1,51.0,74.2,10.0,1675.0,1515.0,485.0,232.1,1.43,0.8,243.0,61.0,4.0,51.2,Clove,Controller,18.0,32.0,53.1,47.9,78.6,1.03,152.2,235.9,3.0,Abyss,70.0,Jett,Duelist,8.1,16.0,62.5,71.4,66.7,1.15,144.5,225.9,10.0,Pearl,75.0,Reyna,Duelist,6.3,13.0,46.2,54.5,57.1,1.32,161.4,244.9,36.0,Fracture,86.0,Vandal,Assault Rifles,42.0,54.0,4.0,868.0,Outlaw,Sniper Rifles,7.0,91.0,2.0,133.0,Phantom,Assault Rifles,40.0,58.0,2.0,99.0
1436,na,132.0,56.0,28.0,135.0,0.95,24.8,58.9,33.0,72.3,6.0,800.0,842.0,291.0,205.9,1.3,0.7,125.0,55.0,2.0,54.6,Clove,Controller,7.6,15.0,60.0,40.0,85.7,0.89,142.4,219.8,14.0,Pearl,67.0,Reyna,Duelist,3.7,9.0,77.8,73.7,80.0,1.15,149.2,228.0,12.0,Haven,100.0,Deadlock,Sentinel,5.2,9.0,55.6,60.0,71.4,0.99,128.7,197.8,6.0,Haven,100.0,Vandal,Assault Rifles,40.0,56.0,4.0,387.0,Phantom,Assault Rifles,33.0,62.0,5.0,154.0,Ghost,Sidearms,46.0,51.0,3.0,61.0
1437,na,467.0,110.0,60.0,164.5,1.19,31.5,62.7,69.0,78.2,24.0,2077.0,1750.0,728.0,246.9,1.6,0.9,232.0,87.0,5.0,53.1,Clove,Controller,18.0,35.0,65.7,66.7,76.5,1.13,176.3,266.7,18.0,Bind,71.0,Astra,Controller,7.4,13.0,61.5,64.7,73.7,1.29,160.2,243.0,34.0,Pearl,43.0,Sage,Sentinel,4.8,8.0,87.5,59.1,66.7,1.38,173.9,266.7,39.0,Lotus,100.0,Vandal,Assault Rifles,46.0,51.0,3.0,1451.0,Ghost,Sidearms,51.0,45.0,4.0,134.0,Sheriff,Sidearms,51.0,46.0,2.0,112.0
1438,na,328.0,118.0,64.0,152.0,1.06,32.4,57.6,68.0,70.6,9.0,2039.0,1932.0,615.0,229.1,1.37,0.8,325.0,92.0,2.0,53.4,Reyna,Duelist,17.0,33.0,57.6,55.6,68.8,1.13,161.2,246.6,16.0,Split,60.0,Clove,Controller,16.0,29.0,58.6,58.6,66.7,0.98,160.3,238.7,3.0,Haven,67.0,Cypher,Sentinel,11.0,22.0,63.6,58.8,61.5,0.99,129.7,191.7,2.0,Lotus,86.0,Vandal,Assault Rifles,45.0,51.0,4.0,1363.0,Phantom,Assault Rifles,30.0,66.0,4.0,165.0,Sheriff,Sidearms,58.0,40.0,1.0,162.0
1439,na,448.0,31.0,17.0,169.0,1.35,37.7,67.7,21.0,70.5,32.0,637.0,471.0,103.0,262.1,1.57,0.9,106.0,37.0,1.0,55.0,Reyna,Duelist,13.0,24.0,75.0,74.1,100.0,1.44,173.2,271.4,36.0,Haven,100.0,Clove,Controller,1.2,2.0,50.0,50.0,83.3,0.85,139.5,205.0,4.0,Pearl,100.0,Jett,Duelist,1.2,2.0,50.0,0.0,75.0,1.19,178.9,260.6,33.0,Lotus,50.0,Vandal,Assault Rifles,47.0,49.0,4.0,450.0,Ghost,Sidearms,52.0,45.0,3.0,54.0,Sheriff,Sidearms,68.0,32.0,0.0,47.0
1440,na,267.0,187.0,104.0,140.3,1.07,35.2,51.9,97.0,73.3,8.0,2997.0,2803.0,1305.0,213.6,1.53,0.8,294.0,150.0,7.0,51.3,Skye,Initiator,39.0,71.0,59.2,47.1,65.4,1.04,130.2,199.1,4.0,Abyss,85.0,Omen,Controller,21.0,36.0,44.4,55.8,60.0,1.1,147.4,223.9,10.0,Haven,64.0,Cypher,Sentinel,12.0,23.0,47.8,49.2,52.2,1.01,132.9,199.6,5.0,Haven,50.0,Vandal,Assault Rifles,49.0,49.0,2.0,1617.0,Phantom,Assault Rifles,43.0,55.0,3.0,528.0,Ghost,Sidearms,55.0,43.0,3.0,278.0
1441,na,465.0,90.0,49.0,150.0,1.11,26.6,57.8,52.0,72.6,15.0,1522.0,1373.0,460.0,227.2,1.44,0.8,214.0,63.0,3.0,51.2,Tejo,Initiator,9.4,17.0,64.7,53.5,80.0,1.09,139.5,205.8,12.0,Split,100.0,Jett,Duelist,8.7,16.0,50.0,55.6,60.0,1.09,146.3,226.1,10.0,Fracture,100.0,Yoru,Duelist,4.4,9.0,55.6,73.9,60.0,1.1,142.0,221.4,9.0,Bind,57.0,Vandal,Assault Rifles,43.0,54.0,4.0,766.0,Phantom,Assault Rifles,37.0,58.0,5.0,124.0,Sheriff,Sidearms,54.0,44.0,1.0,111.0
1442,na,612.0,112.0,61.0,136.2,0.96,25.2,42.0,47.0,70.5,3.0,1713.0,1778.0,606.0,207.2,1.3,0.7,245.0,79.0,2.0,48.0,Jett,Duelist,18.0,35.0,45.7,45.5,64.7,1.02,148.3,227.9,3.0,Abyss,57.0,Cypher,Sentinel,10.0,19.0,26.3,46.3,58.8,0.93,126.5,193.9,8.0,Fracture,50.0,Tejo,Initiator,4.9,9.0,22.2,54.5,50.0,0.88,125.5,190.7,12.0,Lotus,33.0,Phantom,Assault Rifles,41.0,56.0,3.0,560.0,Vandal,Assault Rifles,47.0,49.0,4.0,391.0,Sheriff,Sidearms,60.0,38.0,2.0,104.0
1443,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1444,na,382.0,64.0,34.0,136.9,1.07,36.6,62.5,40.0,72.0,12.0,980.0,916.0,334.0,202.4,1.43,0.7,120.0,63.0,2.0,53.9,Cypher,Sentinel,12.0,23.0,60.9,60.9,75.0,1.06,133.2,196.6,12.0,Fracture,67.0,Sova,Initiator,8.7,16.0,43.8,0.0,66.7,1.03,139.2,204.9,14.0,Haven,50.0,Gekko,Initiator,6.0,11.0,81.8,61.3,66.7,1.14,143.4,207.5,18.0,Lotus,71.0,Vandal,Assault Rifles,50.0,46.0,4.0,581.0,Sheriff,Sidearms,73.0,27.0,0.0,94.0,Ghost,Sidearms,51.0,46.0,3.0,76.0
1445,na,51.0,63.0,35.0,202.6,1.43,35.1,74.6,47.0,74.4,49.0,1526.0,1069.0,271.0,319.1,1.68,1.1,342.0,73.0,8.0,55.7,Reyna,Duelist,21.0,39.0,76.9,74.6,90.0,1.45,199.8,311.4,49.0,Split,88.0,Jett,Duelist,7.5,14.0,78.6,75.0,88.9,1.54,212.2,342.6,60.0,Pearl,100.0,Raze,Duelist,2.1,4.0,50.0,,75.0,1.21,200.1,320.0,38.0,Split,0.0,Vandal,Assault Rifles,46.0,51.0,3.0,961.0,Phantom,Assault Rifles,38.0,58.0,4.0,239.0,Sheriff,Sidearms,69.0,27.0,4.0,106.0
1446,na,714.0,87.0,47.0,124.6,0.9,26.3,54.0,47.0,73.7,13.0,1184.0,1316.0,610.0,188.0,1.36,0.7,107.0,55.0,0.0,50.7,Clove,Controller,9.4,18.0,50.0,46.9,64.3,0.97,142.5,217.9,5.0,Haven,67.0,Vyse,Sentinel,4.4,8.0,62.5,61.9,61.5,1.04,119.1,182.9,13.0,Abyss,50.0,Skye,Initiator,4.7,8.0,75.0,46.4,61.5,1.02,112.5,184.6,16.0,Split,67.0,Vandal,Assault Rifles,41.0,55.0,4.0,695.0,Phantom,Assault Rifles,29.0,67.0,4.0,97.0,Classic,Sidearms,39.0,57.0,4.0,84.0
1447,na,557.0,165.0,90.0,113.2,0.88,21.1,48.5,80.0,72.3,18.0,2151.0,2458.0,1156.0,176.4,1.35,0.6,210.0,124.0,2.0,49.8,Breach,Initiator,28.0,51.0,52.9,47.1,58.8,0.88,107.9,171.4,16.0,Fracture,62.0,Clove,Controller,15.0,27.0,33.3,63.0,56.5,0.81,127.7,205.1,34.0,Haven,63.0,Astra,Controller,14.0,26.0,57.7,45.9,52.0,0.94,111.5,174.8,9.0,Abyss,58.0,Vandal,Assault Rifles,32.0,63.0,5.0,1333.0,Classic,Sidearms,37.0,61.0,2.0,134.0,Spectre,SMGs,19.0,75.0,6.0,108.0
1448,na,113.0,111.0,65.0,182.2,1.35,30.9,61.3,68.0,73.7,30.0,2368.0,1753.0,490.0,282.1,1.63,1.0,437.0,105.0,7.0,52.5,Phoenix,Duelist,25.0,44.0,61.4,63.3,85.7,1.39,191.8,297.7,16.0,Fracture,88.0,Tejo,Initiator,15.0,26.0,61.5,63.0,68.8,1.27,164.2,252.2,35.0,Fracture,100.0,Jett,Duelist,14.0,25.0,60.0,25.0,66.7,1.32,182.6,285.7,37.0,Split,100.0,Vandal,Assault Rifles,48.0,49.0,3.0,1403.0,Phantom,Assault Rifles,41.0,55.0,4.0,438.0,Ghost,Sidearms,50.0,48.0,2.0,202.0
1449,na,383.0,80.0,45.0,173.8,1.25,31.5,57.5,46.0,77.8,33.0,1549.0,1243.0,534.0,264.4,1.68,0.9,289.0,73.0,1.0,52.9,Raze,Duelist,10.0,19.0,63.2,62.0,81.8,1.29,185.6,276.3,48.0,Bind,67.0,Jett,Duelist,4.7,9.0,55.6,43.8,70.0,1.48,181.7,274.3,55.0,Bind,100.0,Reyna,Duelist,5.0,8.0,62.5,33.3,64.3,1.34,186.3,291.2,36.0,Fracture,0.0,Vandal,Assault Rifles,46.0,50.0,4.0,982.0,Phantom,Assault Rifles,39.0,56.0,5.0,131.0,Ghost,Sidearms,51.0,48.0,1.0,110.0
1450,na,163.0,111.0,56.0,165.1,1.25,44.0,57.7,64.0,73.0,31.0,1970.0,1576.0,365.0,246.9,1.48,0.9,358.0,98.0,2.0,53.9,Iso,Duelist,32.0,67.0,61.2,57.3,76.5,1.34,175.2,259.7,44.0,Haven,80.0,Reyna,Duelist,18.0,35.0,48.6,71.4,62.5,1.15,154.4,235.3,12.0,Haven,80.0,Cypher,Sentinel,3.8,7.0,71.4,0.0,58.8,1.18,143.7,211.7,22.0,Bind,100.0,Vandal,Assault Rifles,53.0,45.0,3.0,1322.0,Sheriff,Sidearms,78.0,21.0,1.0,382.0,Phantom,Assault Rifles,50.0,46.0,4.0,112.0
1451,na,352.0,181.0,98.0,150.3,1.01,39.7,54.7,99.0,70.7,0.0,3125.0,3089.0,809.0,230.7,1.27,0.8,534.0,119.0,5.0,51.8,Iso,Duelist,31.0,57.0,57.9,54.8,73.1,1.11,161.1,247.7,16.0,Bind,77.0,Clove,Controller,25.0,47.0,55.3,66.7,55.6,0.95,159.1,244.9,10.0,Bind,75.0,Reyna,Duelist,12.0,25.0,52.0,41.7,54.2,1.03,140.9,221.9,7.0,Abyss,75.0,Vandal,Assault Rifles,58.0,39.0,3.0,1982.0,Phantom,Assault Rifles,50.0,47.0,3.0,244.0,Ghost,Sidearms,59.0,40.0,1.0,216.0
1452,na,719.0,116.0,62.0,137.9,1.0,23.3,53.4,62.0,71.5,2.0,1811.0,1814.0,523.0,211.5,1.29,0.7,231.0,81.0,2.0,51.8,Jett,Duelist,15.0,30.0,56.7,49.3,73.3,1.07,146.8,224.3,8.0,Abyss,75.0,Clove,Controller,9.7,18.0,55.6,55.6,58.8,0.93,138.0,218.0,16.0,Haven,80.0,Raze,Duelist,8.7,16.0,56.2,66.7,58.8,1.0,144.8,219.2,6.0,Bind,57.0,Vandal,Assault Rifles,34.0,60.0,6.0,1077.0,Sheriff,Sidearms,50.0,49.0,1.0,164.0,Phantom,Assault Rifles,29.0,61.0,10.0,150.0
1453,na,730.0,36.0,20.0,147.0,1.12,30.8,50.0,18.0,75.8,17.0,597.0,534.0,230.0,217.9,1.55,0.8,75.0,21.0,1.0,49.6,Tejo,Initiator,12.0,23.0,43.5,60.0,83.3,1.22,151.3,227.1,23.0,Lotus,75.0,Clove,Controller,2.9,5.0,60.0,100.0,80.0,0.97,155.9,232.5,6.0,Abyss,50.0,Sova,Initiator,1.6,3.0,0.0,38.5,50.0,0.81,137.5,194.6,2.0,Haven,0.0,Vandal,Assault Rifles,49.0,48.0,3.0,315.0,Sheriff,Sidearms,51.0,46.0,3.0,57.0,Phantom,Assault Rifles,41.0,57.0,2.0,50.0
1454,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1455,na,616.0,68.0,36.0,134.9,0.91,51.6,38.2,26.0,70.1,14.0,1054.0,1152.0,252.0,204.8,1.13,0.7,144.0,33.0,3.0,47.9,Jett,Duelist,10.0,18.0,27.8,22.2,88.9,0.84,132.7,204.1,24.0,Fracture,40.0,Cypher,Sentinel,6.2,12.0,16.7,58.3,62.5,0.88,128.3,193.6,14.0,Lotus,0.0,Clove,Controller,6.2,12.0,58.3,55.6,55.6,1.03,156.7,244.5,8.0,Pearl,67.0,Vandal,Assault Rifles,69.0,30.0,1.0,664.0,Sheriff,Sidearms,72.0,28.0,1.0,137.0,Ghost,Sidearms,63.0,37.0,1.0,77.0
1456,na,416.0,81.0,46.0,138.7,1.04,23.6,58.0,47.0,72.3,12.0,1258.0,1213.0,481.0,205.3,1.43,0.7,125.0,59.0,1.0,53.0,Cypher,Sentinel,31.0,56.0,57.1,58.0,80.0,1.11,144.1,211.8,21.0,Pearl,80.0,Killjoy,Sentinel,6.5,11.0,54.5,100.0,70.0,0.92,132.5,197.2,2.0,Fracture,55.0,Brimstone,Controller,2.8,5.0,100.0,28.6,63.6,1.08,140.9,225.4,7.0,Bind,100.0,Phantom,Assault Rifles,32.0,63.0,5.0,487.0,Vandal,Assault Rifles,37.0,58.0,5.0,441.0,Ghost,Sidearms,49.0,48.0,4.0,75.0
1457,na,131.0,47.0,24.0,128.1,0.94,31.9,63.8,30.0,71.3,9.0,669.0,713.0,179.0,196.6,1.19,0.7,114.0,33.0,0.0,54.0,Vyse,Sentinel,5.4,10.0,70.0,66.7,83.3,0.93,129.3,197.8,7.0,Lotus,80.0,Jett,Duelist,3.8,7.0,100.0,66.7,66.7,0.99,126.4,198.0,7.0,Pearl,100.0,Sova,Initiator,3.1,6.0,50.0,68.8,66.7,0.75,109.7,166.8,27.0,Bind,50.0,Vandal,Assault Rifles,48.0,49.0,3.0,325.0,Phantom,Assault Rifles,46.0,50.0,4.0,112.0,Sheriff,Sidearms,64.0,36.0,0.0,50.0
1458,na,663.0,120.0,65.0,147.1,1.0,33.5,49.2,59.0,69.9,2.0,2046.0,2049.0,562.0,227.1,1.27,0.8,361.0,84.0,8.0,49.2,Reyna,Duelist,14.0,27.0,51.9,54.5,60.0,1.14,155.1,244.2,7.0,Pearl,80.0,Clove,Controller,13.0,25.0,52.0,28.6,56.2,0.91,154.1,239.8,12.0,Lotus,57.0,Jett,Duelist,6.1,12.0,66.7,52.0,55.0,0.98,147.4,222.8,1.0,Haven,100.0,Vandal,Assault Rifles,49.0,47.0,4.0,1279.0,Ghost,Sidearms,52.0,45.0,4.0,153.0,Sheriff,Sidearms,73.0,27.0,1.0,124.0
1459,na,392.0,113.0,63.0,172.2,1.32,26.2,62.8,71.0,76.3,38.0,2190.0,1654.0,606.0,261.8,1.69,0.9,356.0,94.0,5.0,54.0,Jett,Duelist,18.0,34.0,67.6,53.3,76.5,1.38,183.9,283.2,48.0,Fracture,86.0,Raze,Duelist,6.3,12.0,75.0,30.8,69.2,1.09,151.5,226.2,15.0,Split,71.0,Phoenix,Duelist,5.1,10.0,90.0,73.5,66.7,1.79,205.0,315.9,60.0,Haven,89.0,Vandal,Assault Rifles,39.0,57.0,4.0,1163.0,Guardian,Assault Rifles,45.0,52.0,2.0,192.0,Phantom,Assault Rifles,33.0,62.0,5.0,132.0
1460,na,494.0,102.0,55.0,127.5,0.93,28.8,52.9,54.0,73.9,3.0,1391.0,1503.0,713.0,187.7,1.4,0.6,109.0,74.0,1.0,51.1,Sova,Initiator,11.0,21.0,57.1,44.0,76.9,1.07,136.4,195.8,15.0,Haven,83.0,Skye,Initiator,10.0,18.0,61.1,57.1,71.4,1.04,122.2,183.7,5.0,Split,67.0,Clove,Controller,8.9,16.0,50.0,40.0,64.3,0.93,142.7,217.7,8.0,Pearl,75.0,Vandal,Assault Rifles,43.0,53.0,4.0,642.0,Phantom,Assault Rifles,40.0,53.0,7.0,255.0,Sheriff,Sidearms,62.0,36.0,3.0,134.0
1461,na,646.0,105.0,58.0,139.3,1.0,25.2,48.6,51.0,73.2,0.0,1628.0,1628.0,585.0,212.8,1.36,0.7,229.0,78.0,3.0,50.9,Raze,Duelist,16.0,29.0,51.7,48.0,71.4,1.1,157.8,242.9,14.0,Bind,63.0,Vyse,Sentinel,11.0,21.0,47.6,54.5,61.5,1.01,135.1,200.1,4.0,Pearl,60.0,Clove,Controller,4.9,9.0,55.6,48.9,50.0,0.84,129.3,208.5,36.0,Haven,50.0,Vandal,Assault Rifles,40.0,56.0,4.0,842.0,Phantom,Assault Rifles,31.0,63.0,6.0,164.0,Sheriff,Sidearms,46.0,52.0,2.0,121.0
1462,na,388.0,82.0,43.0,143.2,1.0,37.3,54.9,45.0,69.1,1.0,1293.0,1293.0,346.0,218.3,1.27,0.8,190.0,67.0,5.0,51.9,Reyna,Duelist,12.0,23.0,56.5,51.0,73.3,1.03,143.4,216.8,0.0,Fracture,86.0,Jett,Duelist,11.0,22.0,40.9,50.0,72.7,1.07,153.1,237.2,6.0,Abyss,50.0,Cypher,Sentinel,7.7,16.0,50.0,75.0,57.1,1.04,138.1,206.4,6.0,Haven,67.0,Vandal,Assault Rifles,53.0,44.0,2.0,827.0,Sheriff,Sidearms,66.0,33.0,1.0,88.0,Ghost,Sidearms,59.0,40.0,1.0,83.0
1463,na,81.0,65.0,36.0,142.1,1.03,28.6,49.2,32.0,69.0,4.0,1086.0,1051.0,204.0,214.4,1.23,0.8,189.0,64.0,1.0,50.4,Jett,Duelist,28.0,52.0,48.1,80.0,66.7,1.08,146.6,224.3,7.0,Bind,56.0,Chamber,Sentinel,2.2,4.0,50.0,47.3,62.5,0.92,125.6,176.6,2.0,Pearl,50.0,Skye,Initiator,1.9,3.0,66.7,50.0,54.5,0.83,120.7,171.9,15.0,Bind,50.0,Vandal,Assault Rifles,40.0,56.0,4.0,682.0,Sheriff,Sidearms,55.0,43.0,2.0,126.0,Operator,Sniper Rifles,5.0,92.0,3.0,62.0
1464,na,246.0,60.0,31.0,151.3,1.14,31.7,70.0,42.0,74.5,18.0,983.0,862.0,343.0,225.1,1.54,0.8,93.0,52.0,0.0,55.6,Reyna,Duelist,7.7,14.0,78.6,85.7,87.5,1.29,166.7,250.9,25.0,Haven,100.0,Clove,Controller,4.6,9.0,77.8,66.7,87.5,0.86,124.1,193.1,29.0,Pearl,100.0,Sova,Initiator,4.2,8.0,62.5,65.6,87.5,1.32,167.3,246.6,46.0,Haven,75.0,Vandal,Assault Rifles,47.0,50.0,3.0,597.0,Phantom,Assault Rifles,42.0,52.0,6.0,108.0,Sheriff,Sidearms,68.0,32.0,0.0,74.0
1465,na,587.0,135.0,71.0,132.7,0.92,41.2,47.4,64.0,69.4,15.0,2081.0,2253.0,410.0,206.4,1.11,0.7,455.0,90.0,3.0,49.6,Jett,Duelist,43.0,81.0,51.9,20.0,59.1,0.97,136.8,213.6,9.0,Fracture,75.0,Raze,Duelist,6.7,14.0,50.0,47.7,57.1,0.89,140.7,216.6,14.0,Fracture,50.0,Reyna,Duelist,2.9,6.0,16.7,71.4,47.6,0.7,110.3,167.1,37.0,Bind,50.0,Vandal,Assault Rifles,61.0,36.0,3.0,1140.0,Phantom,Assault Rifles,56.0,42.0,2.0,199.0,Ghost,Sidearms,66.0,33.0,1.0,180.0
1466,na,700.0,101.0,55.0,150.3,1.12,41.0,48.5,49.0,73.2,15.0,1702.0,1513.0,495.0,227.5,1.45,0.8,178.0,68.0,6.0,49.1,Sova,Initiator,13.0,24.0,41.7,52.6,61.1,1.16,157.9,237.1,26.0,Abyss,50.0,Cypher,Sentinel,9.3,17.0,47.1,48.1,56.2,1.2,153.2,233.4,20.0,Bind,60.0,Skye,Initiator,8.6,15.0,60.0,50.0,50.0,1.06,134.9,210.3,0.0,Split,80.0,Vandal,Assault Rifles,57.0,41.0,2.0,865.0,Phantom,Assault Rifles,50.0,47.0,3.0,271.0,Sheriff,Sidearms,66.0,34.0,0.0,198.0
