,nickname,region,rank,rank_rr,rank_rating,level,match,playtime_hours,damage_round,kill_death_ratio,headshot_rate,winrate,win,kast,damage_roun,kills,death,assist,acs,kad_ratio,kill_round_ratio,first_blood,flawless_round,aces,round_win,agent1,agent1_hours,matches1,win_rate1,k/d1,adr1,acs1,average_ddealt_round1,best_map1,map1_wr,agent2,agent2_hours,matches2,win_rate2,k/d2,adr2,acs2,average_ddealt_round2,best_map2,map2_wr,agent3,agent3_hours,matches3,win_rate3,k/d3,adr3,acs3,average_ddealt_round3,best_map3,map3_wr,role1,win_rate1.1,win_lose1,kda_rate1,kda1,role2,win_rate2.1,win_lose2,kda_rate2,kda2,role3,win_rate3.1,win_lose3,kda_rate3,kda3,role4,win_rate4,win_lose4,kda_rate4,kda4,weapon_name1,weapon_type1,head_rate1,body_rate1,legs_rate1,kills1,weapon_name2,weapon_type2,head_rate2,body_rate2,legs_rate2,kills2,weapon_name3,weapon_type3,head_rate3,body_rate3,legs_rate3,kills3,map_name1,win_rate1.2,win_lose1.1,map_name2,win_rate2.2,win_lose2.1,map_name3,win_rate3.2,win_lose3.1,map_name4,win_rate4.1,win_lose4.1,map_name5,win_rate5,win_lose5,map_name6,win_rate6,win_lose6,map_name7,win_rate7,win_lose7
1,fgN#1v9,br,Immortal 2,109.0,970.0,402.0,181.0,104.0,146.8,1.12,39.7,48.1,87.0,73.0,10.0,3138.0,2793.0,854.0,222.8,1.43,0.8,299.0,168.0,7.0,49.6,Reyna,37.0,65.0,52.3,1.26,160.4,245.5,20.0,Pearl,71.0,Breach,19.0,34.0,44.1,1.08,139.3,213.4,7.0,Split,44.0,Skye,14.0,25.0,48.0,0.96,125.2,189.7,8.0,Bind,48.0,Controller,35.0,7.11,1.43,402 / 350 / 99,Duelist,53.5,38.33,1.46,"1,338 / 1,092 / 252",Initiator,45.1,37.44,1.42,"1,298 / 1,248 / 480",Sentinel,62.5,5.3,1.19,100 / 103 / 23,Vandal,Assault Rifles,51.0,46.0,3.0,2286.0,Ghost,Sidearms,55.0,43.0,2.0,287.0,Sheriff,Sidearms,65.0,33.0,3.0,267.0,Pearl,54.2,13.1,Bind,53.8,14.12,Haven,52.4,11.1,Abyss,50.0,13.11,Fracture,46.4,13.15,Split,44.8,13.16,Lotus,37.0,10.17
2,PA K TE ENAMORE#anto,br,Immortal 2,174.0,610.0,81.0,67.0,37.0,158.1,1.09,30.1,61.2,41.0,75.9,12.0,1198.0,1096.0,444.0,239.7,1.5,0.8,189.0,58.0,2.0,54.2,Clove,27.0,49.0,61.2,1.08,159.7,243.3,11.0,Bind,67.0,Jett,6.7,12.0,66.7,1.21,167.0,254.1,26.0,Fracture,75.0,Gekko,1.1,2.0,0.0,1.1,151.8,214.5,23.0,Abyss,0.0,Controller,61.2,30.18,1.56,875 / 808 / 384,Initiator,0.0,0.2,1.48,32 / 29 / 11,Sentinel,50.0,1.1,1.13,32 / 30 / 2,Duelist,71.4,10.4,1.34,259 / 229 / 47,Vandal,Assault Rifles,40.0,56.0,4.0,821.0,Sheriff,Sidearms,62.0,38.0,0.0,95.0,Bulldog,Assault Rifles,40.0,56.0,4.0,72.0,Split,80.0,8.2,Fracture,66.7,6.3,Pearl,66.7,6.3,Bind,60.0,6.3,Haven,55.6,5.4,Lotus,54.5,6.5,Abyss,44.4,4.5
3,луд ياخشى#jade,br,Immortal 3,246.0,406.0,502.0,87.0,47.0,169.0,1.25,27.8,60.9,53.0,70.9,29.0,1640.0,1314.0,307.0,257.6,1.48,0.9,279.0,81.0,5.0,52.4,Reyna,41.0,76.0,61.8,1.28,171.4,260.9,32.0,Fracture,73.0,Iso,1.8,3.0,66.7,1.35,182.7,282.3,36.0,Split,100.0,Yoru,1.4,3.0,66.7,1.07,151.6,228.9,18.0,Haven,50.0,Duelist,60.7,51.32,1.49,"1,597 / 1,265 / 293",Controller,50.0,1.1,1.21,25 / 29 / 10,Initiator,100.0,1.0,1.1,18 / 20 / 4,,,,,,Vandal,Assault Rifles,38.0,58.0,4.0,1077.0,Phantom,Assault Rifles,33.0,63.0,3.0,208.0,Ghost,Sidearms,40.0,58.0,2.0,165.0,Fracture,72.7,8.3,Split,69.2,9.4,Abyss,69.2,9.3,Pearl,61.5,8.5,Lotus,60.0,9.6,Bind,50.0,5.5,Haven,41.7,5.7
4,aura#mira,br,Immortal 2,124.0,869.0,525.0,137.0,75.0,152.4,1.01,33.1,48.2,66.0,73.0,2.0,2324.0,2293.0,943.0,229.4,1.42,0.8,316.0,114.0,2.0,48.8,Clove,19.0,34.0,58.8,0.99,164.0,245.1,1.0,Abyss,83.0,Omen,10.0,21.0,38.1,0.95,135.3,208.0,10.0,Haven,43.0,Iso,9.3,16.0,50.0,1.18,170.7,255.0,29.0,Abyss,75.0,Duelist,46.4,26.26,1.36,993 / 935 / 283,Controller,50.7,38.37,1.48,"1,253 / 1,273 / 629",Sentinel,20.0,1.4,1.14,65 / 76 / 22,Initiator,100.0,1.0,2.44,13 / 9 / 9,Vandal,Assault Rifles,44.0,53.0,3.0,1512.0,Sheriff,Sidearms,65.0,34.0,1.0,268.0,Ghost,Sidearms,48.0,51.0,1.0,208.0,Lotus,55.0,11.9,Fracture,55.0,11.7,Bind,53.3,8.7,Haven,50.0,10.1,Abyss,47.8,11.11,Split,44.4,8.1,Pearl,33.3,7.13
5,zChipras#chimp,br,Immortal 2,125.0,860.0,517.0,111.0,62.0,146.1,1.13,33.2,48.6,54.0,73.6,15.0,1888.0,1665.0,753.0,226.6,1.59,0.8,261.0,94.0,4.0,50.6,Astra,15.0,27.0,48.1,1.06,138.3,216.2,8.0,Split,64.0,Omen,10.0,21.0,66.7,1.32,152.4,239.3,23.0,Lotus,64.0,Brimstone,7.6,14.0,57.1,1.1,142.9,224.0,16.0,Fracture,54.0,Controller,54.4,37.3,1.66,"1,141 / 1,005 / 523",Initiator,39.3,11.16,1.46,460 / 433 / 171,Duelist,20.0,1.3,1.61,93 / 69 / 18,Sentinel,50.0,5.5,1.49,194 / 158 / 41,Vandal,Assault Rifles,44.0,53.0,3.0,1164.0,Ghost,Sidearms,48.0,50.0,2.0,179.0,Phantom,Assault Rifles,43.0,53.0,4.0,140.0,Fracture,63.2,12.7,Split,62.5,10.6,Haven,57.1,8.6,Lotus,47.1,8.8,Pearl,41.2,7.9,Bind,35.7,5.8,Abyss,28.6,4.1
6,SE palmeiras#2608,br,Immortal 2,192.0,536.0,81.0,94.0,53.0,174.4,1.29,28.1,59.6,56.0,72.4,35.0,1852.0,1438.0,434.0,264.7,1.59,0.9,295.0,87.0,10.0,52.2,Jett,12.0,23.0,52.2,1.33,179.5,275.2,39.0,Bind,75.0,Iso,7.4,14.0,71.4,1.32,183.8,272.1,40.0,Pearl,75.0,Yoru,6.4,11.0,54.5,1.24,161.2,252.2,22.0,Pearl,33.0,Duelist,62.7,37.22,1.53,"1,160 / 902 / 220",Sentinel,53.8,7.5,1.68,266 / 200 / 70,Controller,66.7,6.3,1.53,173 / 155 / 64,Initiator,46.2,6.7,1.84,253 / 181 / 80,Vandal,Assault Rifles,39.0,57.0,4.0,1150.0,Sheriff,Sidearms,50.0,50.0,0.0,156.0,Ghost,Sidearms,40.0,59.0,1.0,120.0,Haven,75.0,9.3,Bind,75.0,9.3,Split,60.0,9.5,Abyss,57.1,8.6,Fracture,53.8,7.6,Pearl,53.3,8.7,Lotus,46.2,6.7
7,STELLAE natale#bel,br,Immortal 3,254.0,381.0,418.0,143.0,82.0,142.6,1.0,32.6,44.8,64.0,69.4,6.0,2274.0,2282.0,652.0,213.8,1.28,0.7,383.0,90.0,3.0,49.8,Cypher,29.0,53.0,43.4,1.08,142.6,214.1,13.0,Haven,73.0,Killjoy,13.0,22.0,45.5,0.96,143.6,209.5,6.0,Pearl,45.0,Jett,8.7,15.0,40.0,0.93,146.9,227.4,0.0,Abyss,60.0,Initiator,41.7,5.7,1.42,180 / 185 / 82,Sentinel,44.7,38.45,1.28,"1,361 / 1,310 / 319",Duelist,37.9,11.17,1.15,472 / 507 / 110,Controller,58.8,10.7,1.44,261 / 280 / 141,Vandal,Assault Rifles,47.0,50.0,3.0,1385.0,Sheriff,Sidearms,55.0,44.0,1.0,242.0,Ghost,Sidearms,56.0,42.0,2.0,185.0,Haven,56.2,9.7,Fracture,50.0,11.1,Abyss,45.8,11.13,Pearl,44.4,8.9,Lotus,44.4,8.1,Bind,43.5,10.12,Split,31.8,7.15
8,spectry#lari,br,Immortal 2,116.0,916.0,375.0,130.0,76.0,164.3,1.23,38.4,58.5,76.0,72.7,32.0,2467.0,1999.0,562.0,246.6,1.52,0.9,431.0,125.0,9.0,52.3,Killjoy,18.0,33.0,66.7,1.31,167.9,247.6,41.0,Lotus,72.0,Jett,15.0,26.0,65.4,1.25,176.2,271.0,34.0,Haven,77.0,Brimstone,11.0,19.0,57.9,1.35,174.3,263.4,45.0,Fracture,50.0,Duelist,67.6,23.11,1.41,668 / 559 / 118,Sentinel,50.0,27.23,1.37,964 / 803 / 139,Controller,61.3,19.11,1.85,634 / 471 / 235,Initiator,63.6,7.4,1.63,201 / 166 / 70,Vandal,Assault Rifles,52.0,46.0,3.0,1439.0,Guardian,Assault Rifles,59.0,40.0,1.0,292.0,Ghost,Sidearms,58.0,41.0,1.0,196.0,Lotus,72.7,16.4,Haven,72.2,13.5,Split,61.1,11.5,Bind,55.6,10.8,Pearl,52.9,9.7,Abyss,47.1,8.9,Fracture,45.0,9.11
9,Atchug#pehcd,br,Immortal 1,66.0,1376.0,584.0,82.0,46.0,181.7,1.25,35.3,46.3,38.0,72.5,36.0,1689.0,1349.0,320.0,276.0,1.49,1.0,281.0,73.0,13.0,48.0,Jett,18.0,33.0,48.5,1.05,154.7,231.0,9.0,Abyss,71.0,Iso,18.0,32.0,46.9,1.54,214.5,327.3,73.0,Abyss,67.0,Raze,5.1,10.0,40.0,1.11,175.7,266.6,24.0,Bind,33.0,Duelist,45.5,35.41,1.47,"1,564 / 1,261 / 287",Controller,33.3,1.2,1.77,78 / 56 / 21,Sentinel,100.0,1.0,1.53,18 / 15 / 5,Initiator,100.0,1.0,2.12,29 / 17 / 7,Vandal,Assault Rifles,48.0,49.0,3.0,1087.0,Sheriff,Sidearms,50.0,48.0,1.0,186.0,Phantom,Assault Rifles,43.0,53.0,4.0,100.0,Abyss,64.3,9.5,Haven,54.5,6.5,Split,50.0,5.4,Pearl,46.2,6.7,Lotus,44.4,4.5,Bind,38.5,5.8,Fracture,25.0,3.9
10,Susuuu#jubs,br,Immortal 1,91.0,1124.0,646.0,92.0,49.0,147.3,0.96,22.6,50.0,46.0,68.0,6.0,1542.0,1598.0,428.0,233.2,1.23,0.8,393.0,63.0,4.0,49.8,Neon,48.0,90.0,50.0,0.96,147.3,233.6,7.0,Haven,69.0,Breach,0.6,1.0,0.0,1.17,172.7,258.9,36.0,Fracture,0.0,Cypher,0.5,1.0,100.0,0.88,122.5,173.3,2.0,Abyss,100.0,Duelist,50.0,45.43,1.23,"1,507 / 1,564 / 414",Initiator,0.0,0.1,1.67,21 / 18 / 9,Sentinel,100.0,1.0,1.19,14 / 16 / 5,,,,,,Vandal,Assault Rifles,39.0,57.0,5.0,877.0,Ghost,Sidearms,45.0,51.0,4.0,126.0,Judge,Shotguns,14.0,78.0,8.0,87.0,Haven,69.2,9.4,Lotus,58.3,7.5,Split,58.3,7.5,Pearl,50.0,6.6,Abyss,43.8,7.9,Fracture,38.9,7.1,Bind,33.3,3.5
11,Não é o Gui krl#777,br,Immortal 2,116.0,915.0,459.0,62.0,35.0,136.2,0.96,24.8,56.5,35.0,71.8,0.0,910.0,944.0,451.0,204.9,1.44,0.7,121.0,43.0,2.0,51.9,Omen,8.7,15.0,46.7,0.94,133.7,204.0,5.0,Haven,75.0,Brimstone,6.9,13.0,61.5,0.97,137.1,208.7,2.0,Fracture,43.0,Cypher,4.0,7.0,71.4,1.06,135.7,193.9,12.0,Haven,50.0,Initiator,50.0,9.9,1.39,252 / 272 / 127,Controller,51.7,15.14,1.52,426 / 444 / 249,Sentinel,63.6,7.4,1.3,172 / 172 / 52,Duelist,100.0,4.0,1.48,60 / 56 / 23,Vandal,Assault Rifles,36.0,59.0,5.0,451.0,Sheriff,Sidearms,42.0,56.0,2.0,118.0,Phantom,Assault Rifles,33.0,61.0,6.0,89.0,Bind,77.8,7.2,Haven,71.4,5.2,Lotus,66.7,6.3,Abyss,50.0,3.3,Fracture,46.2,6.7,Pearl,44.4,4.5,Split,44.4,4.5
12,Seeyun#LEAO,br,Immortal 3,308.0,288.0,474.0,84.0,46.0,134.2,0.99,37.0,44.0,37.0,67.7,1.0,1291.0,1299.0,389.0,203.6,1.29,0.7,164.0,63.0,3.0,47.8,Sova,6.8,13.0,38.5,0.89,126.3,180.7,3.0,Abyss,40.0,Raze,5.7,10.0,30.0,0.98,139.4,217.0,2.0,Split,50.0,Iso,5.2,8.0,37.5,1.12,160.9,241.1,20.0,Bind,50.0,Duelist,40.0,12.18,1.22,505 / 495 / 97,Sentinel,76.9,10.3,1.25,187 / 181 / 40,Initiator,34.5,10.19,1.29,395 / 432 / 164,Controller,41.7,5.6,1.53,204 / 191 / 88,Vandal,Assault Rifles,53.0,44.0,4.0,633.0,Phantom,Assault Rifles,44.0,53.0,4.0,234.0,Ghost,Sidearms,52.0,47.0,1.0,111.0,Split,58.3,7.5,Abyss,58.3,7.5,Pearl,53.8,7.6,Bind,41.7,5.6,Fracture,36.4,4.7,Lotus,36.4,4.7,Haven,23.1,3.1
13,SpK infatigável#Tap,br,Immortal 2,125.0,859.0,301.0,53.0,28.0,156.0,1.19,28.9,52.8,28.0,73.1,18.0,923.0,777.0,176.0,235.7,1.41,0.8,148.0,41.0,2.0,51.1,Raze,12.0,24.0,58.3,1.24,164.6,248.4,27.0,Bind,63.0,Jett,12.0,23.0,52.2,1.17,149.1,227.0,14.0,Abyss,80.0,Neon,0.5,1.0,0.0,0.76,132.4,187.2,10.0,Fracture,0.0,Duelist,54.2,26.2,1.41,829 / 694 / 148,Sentinel,50.0,1.1,1.72,38 / 25 / 5,Controller,0.0,0.2,1.26,36 / 43 / 18,Initiator,100.0,1.0,1.67,20 / 15 / 5,Vandal,Assault Rifles,41.0,56.0,3.0,355.0,Phantom,Assault Rifles,38.0,57.0,5.0,217.0,Sheriff,Sidearms,60.0,39.0,1.0,92.0,Abyss,80.0,4.1,Pearl,66.7,4.2,Bind,63.6,7.3,Lotus,57.1,4.3,Fracture,55.6,5.4,Split,37.5,3.5,Haven,14.3,1.5
14,Blessed#TGOAT,br,Immortal 2,140.0,755.0,250.0,71.0,39.0,142.3,1.12,30.1,57.7,41.0,71.3,7.0,1179.0,1049.0,294.0,218.2,1.4,0.8,137.0,63.0,3.0,51.5,Reyna,30.0,55.0,58.2,1.19,148.7,228.9,12.0,Pearl,80.0,Cypher,4.5,8.0,62.5,1.0,121.9,184.8,2.0,Split,50.0,Tejo,1.8,3.0,66.7,1.0,119.7,184.3,9.0,Fracture,50.0,Duelist,57.1,32.24,1.42,964 / 817 / 195,Initiator,50.0,2.2,1.25,51 / 59 / 23,Sentinel,66.7,6.3,1.3,120 / 133 / 53,Controller,50.0,1.1,1.68,44 / 40 / 23,Vandal,Assault Rifles,39.0,57.0,4.0,835.0,Ghost,Sidearms,40.0,56.0,4.0,99.0,Sheriff,Sidearms,51.0,48.0,1.0,68.0,Haven,85.7,6.1,Pearl,80.0,8.2,Bind,66.7,8.4,Lotus,55.6,5.4,Fracture,54.5,6.5,Abyss,36.4,4.7,Split,36.4,4.7
15,Passum1#bksp,br,Immortal 2,149.0,713.0,769.0,79.0,41.0,126.9,0.83,30.2,46.8,37.0,67.7,14.0,1010.0,1216.0,325.0,182.4,1.1,0.6,143.0,51.0,0.0,49.0,Killjoy,20.0,39.0,53.8,0.84,122.2,171.6,12.0,Fracture,75.0,Clove,8.5,15.0,33.3,0.85,149.1,220.3,12.0,Abyss,60.0,Jett,4.5,9.0,33.3,0.76,130.9,192.7,23.0,Bind,50.0,Initiator,25.0,1.3,1.15,50 / 54 / 12,Duelist,25.0,3.9,0.91,136 / 191 / 38,Sentinel,58.3,28.2,1.05,574 / 678 / 140,Controller,33.3,5.1,1.31,250 / 293 / 135,Vandal,Assault Rifles,45.0,50.0,5.0,610.0,Guardian,Assault Rifles,47.0,51.0,1.0,131.0,Sheriff,Sidearms,45.0,52.0,2.0,105.0,Bind,62.5,5.3,Lotus,61.5,8.5,Fracture,60.0,6.4,Abyss,54.5,6.5,Haven,50.0,6.6,Split,26.7,4.11,Pearl,20.0,2.8
16,AIM Yasuzinn ツ#Carol,br,Immortal 2,145.0,730.0,339.0,116.0,62.0,180.7,1.19,27.3,44.8,52.0,69.8,27.0,2346.0,1965.0,512.0,281.7,1.45,1.0,450.0,87.0,11.0,50.3,Clove,22.0,41.0,53.7,1.23,193.4,301.7,30.0,Lotus,88.0,Jett,17.0,36.0,36.1,1.13,168.7,259.3,23.0,Pearl,50.0,Raze,12.0,22.0,45.5,1.25,183.0,293.8,29.0,Split,44.0,Duelist,42.9,27.35,1.38,"1,198 / 1,009 / 199",Controller,52.4,22.2,1.58,932 / 754 / 263,Initiator,14.3,1.5,1.4,143 / 126 / 33,Sentinel,50.0,2.2,1.18,73 / 76 / 17,Vandal,Assault Rifles,42.0,53.0,5.0,1283.0,Sheriff,Sidearms,51.0,48.0,2.0,194.0,Phantom,Assault Rifles,35.0,62.0,3.0,157.0,Lotus,63.2,12.7,Pearl,53.8,7.6,Abyss,50.0,10.1,Split,47.1,8.9,Fracture,45.0,9.1,Haven,30.8,4.9,Bind,14.3,2.11
17,Han#V S,br,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,KIWI Tower#404,br,Immortal 2,161.0,670.0,430.0,72.0,42.0,130.2,1.01,17.1,51.4,37.0,71.5,4.0,1076.0,1063.0,447.0,199.9,1.43,0.7,122.0,54.0,1.0,50.7,Tejo,15.0,24.0,45.8,1.07,135.0,208.6,11.0,Fracture,60.0,Vyse,4.3,8.0,100.0,1.13,123.5,180.5,18.0,Abyss,100.0,Astra,3.7,7.0,71.4,0.89,98.3,159.1,18.0,Pearl,80.0,Duelist,50.0,4.4,1.42,131 / 126 / 48,Controller,55.0,11.9,1.49,277 / 281 / 142,Initiator,46.4,13.15,1.44,461 / 442 / 175,Sentinel,56.3,9.7,1.35,207 / 214 / 82,Vandal,Assault Rifles,30.0,66.0,4.0,637.0,Phantom,Assault Rifles,21.0,75.0,4.0,65.0,Ghost,Sidearms,35.0,62.0,3.0,58.0,Pearl,77.8,7.2,Abyss,58.3,7.5,Split,50.0,6.6,Bind,50.0,5.5,Fracture,45.5,5.6,Haven,44.4,4.5,Lotus,33.3,3.6
19,PinguinYei#1337,br,Immortal 2,118.0,899.0,38.0,116.0,64.0,160.7,1.08,32.9,53.4,62.0,72.8,16.0,2020.0,1869.0,609.0,237.0,1.41,0.8,278.0,93.0,6.0,50.7,Sova,21.0,41.0,51.2,1.2,167.9,244.8,33.0,Pearl,64.0,Reyna,12.0,22.0,54.5,1.13,168.6,247.3,18.0,Lotus,44.0,Clove,6.3,12.0,66.7,0.94,169.2,249.7,1.0,Fracture,100.0,Controller,64.3,9.5,1.44,247 / 254 / 120,Sentinel,66.7,6.2,1.36,155 / 146 / 43,Initiator,51.0,26.24,1.48,845 / 750 / 264,Duelist,50.0,21.2,1.33,773 / 719 / 182,Vandal,Assault Rifles,46.0,50.0,4.0,904.0,Phantom,Assault Rifles,46.0,51.0,3.0,545.0,Sheriff,Sidearms,51.0,49.0,1.0,194.0,Pearl,66.7,12.6,Bind,63.2,12.7,Lotus,58.8,10.7,Fracture,50.0,6.6,Split,47.1,8.8,Haven,43.8,7.7,Abyss,41.2,7.1
20,Dragon ダ#xDs,br,Immortal 3,237.0,418.0,415.0,180.0,97.0,142.6,1.07,28.6,50.6,91.0,71.2,6.0,2842.0,2668.0,693.0,215.3,1.32,0.8,460.0,118.0,4.0,50.9,Jett,59.0,109.0,48.6,1.11,147.8,224.2,11.0,Lotus,60.0,Raze,9.8,19.0,57.9,0.98,137.0,205.2,0.0,Fracture,57.0,Skye,7.7,14.0,78.6,1.0,120.3,186.1,5.0,Lotus,100.0,Sentinel,36.4,4.7,1.15,141 / 148 / 29,Duelist,50.0,74.73,1.28,"2,407 / 2,224 / 436",Initiator,75.0,12.4,1.78,222 / 218 / 166,Controller,20.0,1.4,1.72,72 / 78 / 62,Vandal,Assault Rifles,47.0,50.0,3.0,1399.0,Sheriff,Sidearms,49.0,51.0,1.0,192.0,Phantom,Assault Rifles,39.0,55.0,6.0,156.0,Lotus,65.5,19.9,Haven,59.1,13.9,Split,56.5,13.1,Pearl,48.1,13.14,Bind,47.8,11.12,Abyss,42.3,11.15,Fracture,36.7,11.19
21,Komichi Akebi#Navy,br,Immortal 2,114.0,930.0,173.0,144.0,78.0,147.9,1.08,32.0,55.6,80.0,70.0,6.0,2403.0,2227.0,534.0,225.9,1.32,0.8,361.0,111.0,3.0,50.9,Jett,26.0,50.0,50.0,1.12,152.9,234.6,12.0,Pearl,75.0,Reyna,9.6,17.0,64.7,1.25,168.7,260.8,22.0,Bind,88.0,Clove,6.2,12.0,83.3,1.22,174.9,274.2,14.0,Abyss,100.0,Controller,73.7,14.5,1.59,366 / 300 / 111,Initiator,55.6,10.8,1.17,207 / 263 / 101,Duelist,52.3,45.39,1.3,"1,497 / 1,338 / 243",Sentinel,52.4,11.9,1.26,333 / 326 / 79,Vandal,Assault Rifles,49.0,46.0,4.0,1165.0,Phantom,Assault Rifles,42.0,56.0,2.0,261.0,Sheriff,Sidearms,55.0,43.0,2.0,191.0,Pearl,69.6,16.7,Lotus,57.1,12.9,Split,54.5,12.9,Abyss,54.5,12.9,Bind,52.9,9.8,Haven,50.0,8.7,Fracture,47.8,11.12
22,M0Z#Duda,br,Immortal 2,199.0,513.0,661.0,115.0,64.0,128.1,0.92,23.3,46.1,53.0,70.5,5.0,1569.0,1699.0,658.0,189.5,1.31,0.6,200.0,80.0,1.0,49.3,Cypher,17.0,32.0,53.1,0.92,124.9,183.0,4.0,Abyss,67.0,Iso,8.0,15.0,60.0,1.23,167.1,244.6,32.0,Abyss,83.0,Raze,4.0,8.0,37.5,1.01,154.3,230.1,11.0,Bind,50.0,Initiator,46.4,13.15,1.25,314 / 405 / 193,Duelist,48.0,12.13,1.49,394 / 349 / 126,Controller,42.1,8.11,1.35,273 / 309 / 145,Sentinel,46.5,20.22,1.23,588 / 636 / 194,Vandal,Assault Rifles,37.0,59.0,4.0,702.0,Phantom,Assault Rifles,32.0,63.0,5.0,359.0,Classic,Sidearms,36.0,62.0,2.0,93.0,Abyss,75.0,12.4,Fracture,52.6,10.9,Haven,47.6,10.11,Bind,43.8,7.9,Split,42.9,6.7,Lotus,29.4,5.12,Pearl,25.0,3.9
23,salem#rosa,br,Immortal 3,231.0,435.0,521.0,260.0,150.0,138.5,1.07,21.8,54.6,142.0,73.2,7.0,4106.0,3824.0,1928.0,212.4,1.58,0.7,439.0,218.0,5.0,51.5,Skye,28.0,48.0,64.6,1.24,146.1,226.6,19.0,Lotus,71.0,Omen,27.0,48.0,60.4,1.04,134.1,204.0,4.0,Haven,64.0,Killjoy,16.0,28.0,53.6,1.08,137.6,209.5,11.0,Pearl,56.0,Sentinel,50.9,27.25,1.33,836 / 797 / 225,Initiator,53.9,48.38,1.64,"1,423 / 1,293 / 692",Controller,57.9,55.35,1.75,"1,474 / 1,367 / 921",Duelist,52.2,12.11,1.26,373 / 367 / 90,Vandal,Assault Rifles,35.0,61.0,4.0,2013.0,Phantom,Assault Rifles,27.0,67.0,6.0,762.0,Sheriff,Sidearms,41.0,57.0,2.0,305.0,Haven,67.6,25.12,Bind,62.9,22.12,Split,60.6,20.12,Lotus,55.3,21.16,Fracture,53.5,23.18,Pearl,44.4,16.18,Abyss,39.5,15.21
24,dani alojamentos#lojas,br,Immortal 1,98.0,1070.0,214.0,94.0,53.0,194.3,1.66,35.7,60.6,57.0,77.3,68.0,2076.0,1253.0,348.0,292.6,1.93,1.1,277.0,92.0,4.0,53.0,Jett,32.0,56.0,69.6,1.75,196.5,296.4,74.0,Fracture,80.0,Raze,5.0,9.0,55.6,1.66,210.5,316.4,78.0,Bind,67.0,Iso,3.2,6.0,100.0,2.06,234.4,345.3,106.0,Split,100.0,Initiator,37.5,3.5,1.75,155 / 110 / 38,Sentinel,25.0,2.5,1.57,154 / 122 / 37,Duelist,68.4,52.23,2.01,"1,722 / 990 / 266",Controller,0.0,0.2,1.68,45 / 31 / 7,Vandal,Assault Rifles,47.0,50.0,2.0,1126.0,Sheriff,Sidearms,64.0,36.0,0.0,258.0,Operator,Sniper Rifles,14.0,86.0,0.0,175.0,Split,80.0,12.3,Fracture,76.5,13.3,Haven,69.2,9.4,Pearl,58.3,7.5,Bind,53.8,7.5,Abyss,45.5,5.6,Lotus,30.8,4.9
25,coreζζ7#YHWH,br,Immortal 2,173.0,617.0,607.0,75.0,43.0,141.3,1.02,24.2,49.3,37.0,70.2,2.0,1239.0,1217.0,402.0,216.6,1.35,0.8,163.0,49.0,1.0,49.5,Vyse,9.3,15.0,33.3,0.93,138.7,205.4,1.0,Haven,100.0,Jett,8.2,14.0,35.7,0.94,144.7,220.1,3.0,Bind,67.0,Iso,4.4,8.0,50.0,1.05,146.6,224.5,12.0,Abyss,50.0,Duelist,46.9,15.16,1.26,528 / 543 / 155,Initiator,66.7,4.2,1.59,94 / 88 / 46,Sentinel,40.7,11.15,1.34,442 / 420 / 122,Controller,70.0,7.3,1.53,175 / 166 / 79,Vandal,Assault Rifles,37.0,59.0,4.0,692.0,Sheriff,Sidearms,48.0,48.0,4.0,123.0,Ghost,Sidearms,45.0,51.0,4.0,57.0,Lotus,63.6,7.4,Fracture,58.3,7.3,Haven,50.0,5.5,Bind,50.0,6.6,Split,50.0,5.5,Abyss,38.5,5.8,Pearl,28.6,2.5
26,Yusuf Dikec#34564,br,Immortal 1,10.0,2531.0,430.0,122.0,69.0,131.7,0.96,19.8,53.3,65.0,70.8,1.0,1731.0,1804.0,741.0,195.9,1.37,0.7,212.0,100.0,2.0,50.8,Sova,27.0,49.0,55.1,0.97,136.4,199.0,6.0,Abyss,64.0,Tejo,19.0,36.0,52.8,0.94,127.5,189.5,3.0,Lotus,67.0,Deadlock,7.5,12.0,58.3,1.04,123.2,186.9,3.0,Split,100.0,Controller,50.0,7.6,1.56,202 / 214 / 132,Duelist,75.0,3.1,1.18,55 / 68 / 25,Sentinel,61.5,8.4,1.4,203 / 191 / 64,Initiator,51.6,47.44,1.35,"1,271 / 1,331 / 520",Vandal,Assault Rifles,29.0,67.0,4.0,807.0,Phantom,Assault Rifles,24.0,71.0,5.0,284.0,Ghost,Sidearms,37.0,61.0,1.0,116.0,Pearl,66.7,12.6,Haven,66.7,12.6,Abyss,66.7,12.6,Lotus,58.8,10.7,Split,53.3,8.7,Bind,31.6,6.11,Fracture,29.4,5.12
